"","fips","SCC","Pollutant","Emissions","type","year"
"10855928","25009","2102008000","PM25-PRI",1098.94,"NONPOINT",2005
"16890021","30081","2296000000","PM25-PRI",1099.95,"NONPOINT",2008
"765978","17109","2801000003","PM25-PRI",1100.68,"NONPOINT",1999
"1730214","34017","2294000000","PM25-PRI",1100.81,"NONPOINT",1999
"4702503","06037","2294000000","PM25-PRI",1101.6,"NONPOINT",2002
"10563367","06037","2294000000","PM25-PRI",1101.6,"NONPOINT",2005
"16887251","17067","2801000003","PM25-PRI",1101.6,"NONPOINT",2008
"103942","24033","2294000000","PM25-PRI",1101.84,"NONPOINT",1999
"3344138","40001","2296000000","PM25-PRI",1101.92,"NONPOINT",1999
"3656457","48331","10100302","PM25-PRI",1102.379,"POINT",1999
"4890665","25021","2102008000","PM25-PRI",1102.43,"NONPOINT",2002
"10604051","25021","2102008000","PM25-PRI",1102.43,"NONPOINT",2005
"3916568","29213","2296000000","PM25-PRI",1103.14,"NONPOINT",1999
"4245852","56001","2296000000","PM25-PRI",1103.23,"NONPOINT",1999
"4752156","13177","2810015000","PM25-PRI",1103.26,"NONPOINT",2002
"992221","05007","2296000000","PM25-PRI",1103.38,"NONPOINT",1999
"4978824","31123","2801500141","PM25-PRI",1103.38,"NONPOINT",2002
"11066650","31123","2801500141","PM25-PRI",1103.38,"NONPOINT",2005
"4648639","51550","10100212","PM25-PRI",1103.93,"POINT",2002
"1201505","19045","2801000003","PM25-PRI",1104.39,"NONPOINT",1999
"295648","12099","2610000500","PM25-PRI",1104.87,"NONPOINT",1999
"16893981","48373","2296000000","PM25-PRI",1104.89,"NONPOINT",2008
"5184759","48497","2296000000","PM25-PRI",1105.33,"NONPOINT",2002
"11081117","48497","2296000000","PM25-PRI",1105.33,"NONPOINT",2005
"5137633","48029","2311020000","PM25-PRI",1105.5,"NONPOINT",2002
"10610341","48029","2311020000","PM25-PRI",1105.5,"NONPOINT",2005
"3490241","48071","2296000000","PM25-PRI",1105.68,"NONPOINT",1999
"3653752","48325","2296000000","PM25-PRI",1105.68,"NONPOINT",1999
"10823772","45015","2810090000","PM25-PRI",1105.72,"NONPOINT",2005
"4051663","30047","2296000000","PM25-PRI",1105.96,"NONPOINT",1999
"28083810","21145","10100202","PM25-PRI",1106.5,"POINT",2008
"398355","13115","30700106","PM25-PRI",1106.662,"POINT",1999
"10605486","22003","2810090000","PM25-PRI",1106.71,"NONPOINT",2005
"28084610","21145","10100202","PM25-PRI",1107.24,"POINT",2008
"5075396","41019","2296000000","PM25-PRI",1107.42,"NONPOINT",2002
"10842009","41019","2296000000","PM25-PRI",1107.42,"NONPOINT",2005
"11007936","48199","2810090000","PM25-PRI",1107.69,"NONPOINT",2005
"4767544","16017","2296000000","PM25-PRI",1107.77,"NONPOINT",2002
"10947568","16017","2296000000","PM25-PRI",1107.77,"NONPOINT",2005
"1459073","08061","2801000003","PM25-PRI",1107.78,"NONPOINT",1999
"3765126","48493","2296000000","PM25-PRI",1107.81,"NONPOINT",1999
"2925895","27013","2296000000","PM25-PRI",1108.8,"NONPOINT",1999
"136663100","45079","10100212","PM25-PRI",1109.15,"POINT",2008
"4389071","53061","2104008001","PM25-PRI",1110,"NONPOINT",1999
"1666805","16083","2801500111","PM25-PRI",1110.149,"NONPOINT",1999
"37196810","12017","10100212","PM25-PRI",1110.48,"POINT",2008
"109497410","37035","10200202","PM25-PRI",1111.3,"POINT",2008
"1572812","06107","2810001000","PM25-PRI",1111.383,"NONPOINT",1999
"3162854","39151","2294000000","PM25-PRI",1111.99,"NONPOINT",1999
"28082610","21145","10100202","PM25-PRI",1112.12,"POINT",2008
"3923711","29225","2296000000","PM25-PRI",1112.33,"NONPOINT",1999
"169849","01073","2311020000","PM25-PRI",1113.31,"NONPOINT",1999
"4310086","41019","2296000000","PM25-PRI",1113.49,"NONPOINT",1999
"16479381","48497","2296000000","PM25-PRI",1113.55,"NONPOINT",2008
"4888714","25021","2104008000","PM25-PRI",1113.57,"NONPOINT",2002
"10812357","25021","2104008000","PM25-PRI",1113.57,"NONPOINT",2005
"520314","13313","10200602","PM25-PRI",1114.02,"POINT",1999
"28082210","21145","10100202","PM25-PRI",1114.26,"POINT",2008
"1611175","16001","2610030000","PM25-PRI",1114.369,"NONPOINT",1999
"1007219","05031","2801000003","PM25-PRI",1115.46,"NONPOINT",1999
"5229562","53077","2104008000","PM25-PRI",1115.8,"NONPOINT",2002
"10740828","53077","2104008000","PM25-PRI",1115.8,"NONPOINT",2005
"28083010","21145","10100202","PM25-PRI",1115.93,"POINT",2008
"1570601","06101","2801500000","PM25-PRI",1116.916,"NONPOINT",1999
"63215","25023","2104008051","PM25-PRI",1117,"NONPOINT",1999
"10355991","17033","10100202","PM25-PRI",1117.17,"POINT",2005
"2823267","26049","2296000000","PM25-PRI",1117.2,"NONPOINT",1999
"17229671","08039","2294000000","PM25-PRI",1117.29,"NONPOINT",2008
"17392541","04019","2296000000","PM25-PRI",1117.42,"NONPOINT",2008
"4706321","06073","2296000000","PM25-PRI",1117.43,"NONPOINT",2002
"10926643","06073","2296000000","PM25-PRI",1117.43,"NONPOINT",2005
"5227412","53073","2104008000","PM25-PRI",1117.79,"NONPOINT",2002
"10815879","53073","2104008000","PM25-PRI",1117.79,"NONPOINT",2005
"797659","17147","2801000003","PM25-PRI",1118.58,"NONPOINT",1999
"1547453","06053","2810001000","PM25-PRI",1119.5,"NONPOINT",1999
"2947190","27043","2801000003","PM25-PRI",1119.57,"NONPOINT",1999
"10418800","21199","10100202","PM25-PRI",1119.87,"POINT",2005
"4776059","17011","2801000003","PM25-PRI",1119.91,"NONPOINT",2002
"10687466","17011","2801000003","PM25-PRI",1119.91,"NONPOINT",2005
"371910","13075","30700799","PM25-PRI",1119.936,"POINT",1999
"4945881","29097","2296000000","PM25-PRI",1120.16,"NONPOINT",2002
"10975475","29097","2296000000","PM25-PRI",1120.16,"NONPOINT",2005
"351779","13045","2296000000","PM25-PRI",1120.31,"NONPOINT",1999
"10412391","12085","10100401","PM25-PRI",1120.36,"POINT",2005
"1858493","36119","2294000000","PM25-PRI",1120.95,"NONPOINT",1999
"5068095","40097","2296000000","PM25-PRI",1121.79,"NONPOINT",2002
"10525067","40097","2296000000","PM25-PRI",1121.79,"NONPOINT",2005
"2417269","28151","2801000003","PM25-PRI",1122.3,"NONPOINT",1999
"1512716","04013","2810001000","PM25-PRI",1122.32,"NONPOINT",1999
"19184510","37169","10100215","PM25-PRI",1122.7,"POINT",2008
"7914839","06037","2280003000","PM25-PRI",1122.84,"NON-ROAD",2002
"2437351","37021","10100202","PM25-PRI",1123.154,"POINT",1999
"1639548","16043","2801500130","PM25-PRI",1123.479,"NONPOINT",1999
"2677797","47037","2610000500","PM25-PRI",1123.75,"NONPOINT",1999
"10702636","30075","2810001000","PM25-PRI",1124.92,"NONPOINT",2005
"1141787","22083","2801000003","PM25-PRI",1125.04,"NONPOINT",1999
"3898550","29183","2311030000","PM25-PRI",1125.26,"NONPOINT",1999
"15425179","45019","2280003000","PM25-PRI",1125.66,"NON-ROAD",2005
"5001587","35053","2296000000","PM25-PRI",1127.24,"NONPOINT",2002
"11101070","35053","2296000000","PM25-PRI",1127.24,"NONPOINT",2005
"4733798","12131","2810015000","PM25-PRI",1127.25,"NONPOINT",2002
"16994721","40021","2296000000","PM25-PRI",1127.26,"NONPOINT",2008
"1721849","34009","10100201","PM25-PRI",1128.25,"POINT",1999
"16551661","17135","2801000003","PM25-PRI",1128.94,"NONPOINT",2008
"10918812","30029","2810090000","PM25-PRI",1129.11,"NONPOINT",2005
"4207570","49003","2810001000","PM25-PRI",1129.46,"NONPOINT",1999
"16777081","17141","2801000003","PM25-PRI",1130.27,"NONPOINT",2008
"255768","12053","2810001000","PM25-PRI",1130.3,"NONPOINT",1999
"3430650","40137","2296000000","PM25-PRI",1130.34,"NONPOINT",1999
"4708058","06093","2104008010","PM25-PRI",1130.52,"NONPOINT",2002
"10544154","06093","2104008010","PM25-PRI",1130.52,"NONPOINT",2005
"382826","13089","2610000500","PM25-PRI",1130.62,"NONPOINT",1999
"16878181","40135","2296000000","PM25-PRI",1130.65,"NONPOINT",2008
"787918","17135","2801000003","PM25-PRI",1131.06,"NONPOINT",1999
"10456043","48149","10100226","PM25-PRI",1131.41,"POINT",2005
"10259401","21041","10100202","PM25-PRI",1132.06,"POINT",2005
"4719986","09003","2104008000","PM25-PRI",1132.27,"NONPOINT",2002
"10810672","09003","2104008000","PM25-PRI",1132.27,"NONPOINT",2005
"136608","01029","2810015000","PM25-PRI",1133.577,"NONPOINT",1999
"1557685","06073","2311010000","PM25-PRI",1133.746,"NONPOINT",1999
"5156473","48199","2296000000","PM25-PRI",1133.97,"NONPOINT",2002
"11023124","48199","2296000000","PM25-PRI",1133.97,"NONPOINT",2005
"13863149","12009","2280003000","PM25-PRI",1134.26,"NON-ROAD",2005
"10864187","12105","2810090000","PM25-PRI",1134.57,"NONPOINT",2005
"10290305","01129","10100202","PM25-PRI",1134.69,"POINT",2005
"1812767","36067","2294000000","PM25-PRI",1135.25,"NONPOINT",1999
"16653161","27171","2296000000","PM25-PRI",1135.92,"NONPOINT",2008
"10782737","05055","2810090000","PM25-PRI",1135.98,"NONPOINT",2005
"1541002","06037","2104006000","PM25-PRI",1136,"NONPOINT",1999
"2921676","27007","2296000000","PM25-PRI",1136.02,"NONPOINT",1999
"314237","12119","2810001000","PM25-PRI",1137.33,"NONPOINT",1999
"4602624","45043","10200902","PM25-PRI",1137.5,"POINT",2002
"2457270","37047","30700110","PM25-PRI",1138.02,"POINT",1999
"181671","01089","2294000000","PM25-PRI",1139.07,"NONPOINT",1999
"10748867","22079","2810090000","PM25-PRI",1139.57,"NONPOINT",2005
"165535","01069","2810015000","PM25-PRI",1139.937,"NONPOINT",1999
"16456641","49003","2296000000","PM25-PRI",1140.83,"NONPOINT",2008
"10760926","30029","2810001000","PM25-PRI",1141.38,"NONPOINT",2005
"1523779","04025","2810015000","PM25-PRI",1141.41,"NONPOINT",1999
"4891231","25027","2102008000","PM25-PRI",1141.46,"NONPOINT",2002
"10835698","25027","2102008000","PM25-PRI",1141.46,"NONPOINT",2005
"4706039","06071","2810001000","PM25-PRI",1141.84,"NONPOINT",2002
"10278430","48245","38500101","PM25-PRI",1141.88,"POINT",2005
"10608932","37007","2810090000","PM25-PRI",1142.27,"NONPOINT",2005
"16628841","48199","2296000000","PM25-PRI",1142.4,"NONPOINT",2008
"4492912","21111","10100212","PM25-PRI",1142.41,"POINT",2002
"16976611","17045","2801000003","PM25-PRI",1142.72,"NONPOINT",2008
"2936497","27027","2801000003","PM25-PRI",1143.48,"NONPOINT",1999
"4732614","12097","2801500000","PM25-PRI",1143.91,"NONPOINT",2002
"11027960","12097","2801500000","PM25-PRI",1143.91,"NONPOINT",2005
"2977522","27089","2801000003","PM25-PRI",1144.15,"NONPOINT",1999
"455076","13207","10100226","PM25-PRI",1144.323,"POINT",1999
"163836","01067","2810015000","PM25-PRI",1144.453,"NONPOINT",1999
"17376531","06085","2104008100","PM25-PRI",1144.53,"NONPOINT",2008
"4984399","32003","2311020000","PM25-PRI",1144.91,"NONPOINT",2002
"10787469","32003","2311020000","PM25-PRI",1144.91,"NONPOINT",2005
"3353866","40017","2801000003","PM25-PRI",1144.98,"NONPOINT",1999
"5064200","40047","2801500261","PM25-PRI",1145.13,"NONPOINT",2002
"10642321","40047","2801500261","PM25-PRI",1145.13,"NONPOINT",2005
"16855731","40081","2296000000","PM25-PRI",1146.15,"NONPOINT",2008
"16404381","40041","2296000000","PM25-PRI",1146.63,"NONPOINT",2008
"16835781","06037","2280002100","PM25-PRI",1146.913,"NONPOINT",2008
"5115201","46115","2801000003","PM25-PRI",1147.63,"NONPOINT",2002
"10599494","46115","2801000003","PM25-PRI",1147.63,"NONPOINT",2005
"4987004","34001","2104008000","PM25-PRI",1148,"NONPOINT",2002
"10738359","34001","2104008000","PM25-PRI",1148,"NONPOINT",2005
"689205","17011","2801000003","PM25-PRI",1148.16,"NONPOINT",1999
"241215","12031","2610000500","PM25-PRI",1148.35,"NONPOINT",1999
"2849093","26081","2294000000","PM25-PRI",1148.38,"NONPOINT",1999
"4138897","38105","2801000003","PM25-PRI",1148.42,"NONPOINT",1999
"1404948","20181","2801000003","PM25-PRI",1148.98,"NONPOINT",1999
"4325412","41043","2801500000","PM25-PRI",1149.2,"NONPOINT",1999
"10359266","29071","10100226","PM25-PRI",1149.65,"POINT",2005
"17379051","40051","2296000000","PM25-PRI",1150.02,"NONPOINT",2008
"62756","25021","2294000000","PM25-PRI",1150.51,"NONPOINT",1999
"1644453","16051","2296000000","PM25-PRI",1151.24,"NONPOINT",1999
"160410","01061","2810015000","PM25-PRI",1151.287,"NONPOINT",1999
"1618291","16011","2810001000","PM25-PRI",1151.467,"NONPOINT",1999
"1113956","22047","10200601","PM25-PRI",1152,"POINT",1999
"16931491","85001","2280003200","PM25-PRI",1152.4,"NONPOINT",2008
"5075267","41017","2296000000","PM25-PRI",1152.6,"NONPOINT",2002
"10937615","41017","2296000000","PM25-PRI",1152.6,"NONPOINT",2005
"3538255","48147","2296000000","PM25-PRI",1152.63,"NONPOINT",1999
"3562290","48183","2296000000","PM25-PRI",1152.63,"NONPOINT",1999
"17252971","35053","2296000000","PM25-PRI",1152.71,"NONPOINT",2008
"3014987","27141","2296000000","PM25-PRI",1152.87,"NONPOINT",1999
"4846383","20191","2801000003","PM25-PRI",1153.03,"NONPOINT",2002
"10766201","20191","2801000003","PM25-PRI",1153.03,"NONPOINT",2005
"17162091","13139","2296000000","PM25-PRI",1153.18,"NONPOINT",2008
"16545841","40121","2296000000","PM25-PRI",1153.41,"NONPOINT",2008
"1656104","16067","2801500261","PM25-PRI",1153.631,"NONPOINT",1999
"5079083","41051","2104008050","PM25-PRI",1155.3,"NONPOINT",2002
"10750906","41051","2104008050","PM25-PRI",1155.3,"NONPOINT",2005
"5253143","56011","2296000000","PM25-PRI",1156.23,"NONPOINT",2002
"10913527","56011","2296000000","PM25-PRI",1156.23,"NONPOINT",2005
"5014033","36089","2104008001","PM25-PRI",1156.29,"NONPOINT",2002
"11076332","53067","2810090000","PM25-PRI",1156.47,"NONPOINT",2005
"16648961","17091","2801000003","PM25-PRI",1156.7,"NONPOINT",2008
"4121056","38071","2801000003","PM25-PRI",1156.78,"NONPOINT",1999
"1643257","16049","2801500261","PM25-PRI",1157.555,"NONPOINT",1999
"1030804","05067","2801000003","PM25-PRI",1157.89,"NONPOINT",1999
"4678704","01113","2810015000","PM25-PRI",1158.24,"NONPOINT",2002
"10574507","41057","2810090000","PM25-PRI",1158.24,"NONPOINT",2005
"5070359","40145","2296000000","PM25-PRI",1158.65,"NONPOINT",2002
"10685235","40145","2296000000","PM25-PRI",1158.65,"NONPOINT",2005
"4278798","32003","2294000000","PM25-PRI",1158.69,"NONPOINT",1999
"4308456","41017","2296000000","PM25-PRI",1158.92,"NONPOINT",1999
"5258485","56035","2810001000","PM25-PRI",1159.13,"NONPOINT",2002
"1356912","20099","2801000003","PM25-PRI",1159.5,"NONPOINT",1999
"4959417","30031","2296000000","PM25-PRI",1160.3,"NONPOINT",2002
"11012642","30031","2296000000","PM25-PRI",1160.3,"NONPOINT",2005
"10430978","48203","10100301","PM25-PRI",1160.61,"POINT",2005
"522060","13313","2296000000","PM25-PRI",1161.24,"NONPOINT",1999
"1516269","04017","2296000000","PM25-PRI",1161.6,"NONPOINT",1999
"598134","21111","10100202","PM25-PRI",1161.634,"POINT",1999
"4501297","22049","10200902","PM25-PRI",1162.47,"POINT",2002
"109436810","37145","10100212","PM25-PRI",1164.73,"POINT",2008
"4398908","53071","2801000003","PM25-PRI",1165.06,"NONPOINT",1999
"231218","12017","2296000000","PM25-PRI",1166.17,"NONPOINT",1999
"4774379","16083","2296000000","PM25-PRI",1166.21,"NONPOINT",2002
"10992085","16083","2296000000","PM25-PRI",1166.21,"NONPOINT",2005
"91877","24021","2104008000","PM25-PRI",1166.65,"NONPOINT",1999
"5072597","40125","2296000000","PM25-PRI",1166.84,"NONPOINT",2002
"10923636","40125","2296000000","PM25-PRI",1166.84,"NONPOINT",2005
"10987526","13303","2810090000","PM25-PRI",1167.81,"NONPOINT",2005
"10248949","36089","30300102","PM25-PRI",1167.97,"POINT",2005
"4300397","41005","2294000000","PM25-PRI",1168.31,"NONPOINT",1999
"127476","01015","2810015000","PM25-PRI",1168.635,"NONPOINT",1999
"5065148","40035","2801500170","PM25-PRI",1169.34,"NONPOINT",2002
"10957610","40035","2801500170","PM25-PRI",1169.34,"NONPOINT",2005
"4383031","53053","2104008001","PM25-PRI",1170,"NONPOINT",1999
"1526715","06001","2294000000","PM25-PRI",1170.843,"NONPOINT",1999
"4624708","48201","38500101","PM25-PRI",1171.46,"POINT",2002
"16323701","37183","2610030000","PM25-PRI",1171.68,"NONPOINT",2008
"956448","18145","20200254","PM25-PRI",1171.721,"POINT",1999
"136655100","45079","10100212","PM25-PRI",1172.72,"POINT",2008
"10574434","05003","2810090000","PM25-PRI",1173.06,"NONPOINT",2005
"1011766","05037","2801000003","PM25-PRI",1173.47,"NONPOINT",1999
"4720516","09011","2104008000","PM25-PRI",1173.86,"NONPOINT",2002
"10961240","09011","2104008000","PM25-PRI",1173.86,"NONPOINT",2005
"2925967","27013","2801000003","PM25-PRI",1173.93,"NONPOINT",1999
"111903410","   NA","10100222","PM25-PRI",1174.78,"POINT",2008
"260957","12059","2810001000","PM25-PRI",1175.72,"NONPOINT",1999
"835927","17197","2311030000","PM25-PRI",1176.78,"NONPOINT",1999
"4060818","30063","2296000000","PM25-PRI",1177.38,"NONPOINT",1999
"10918758","49017","2810090000","PM25-PRI",1177.43,"NONPOINT",2005
"1982845","42003","2294000000","PM25-PRI",1177.53,"NONPOINT",1999
"1058425","05115","30790003","PM25-PRI",1177.805,"POINT",1999
"4833234","20041","2801500170","PM25-PRI",1177.94,"NONPOINT",2002
"10578842","20041","2801500170","PM25-PRI",1177.94,"NONPOINT",2005
"10830499","05115","2810090000","PM25-PRI",1178.13,"NONPOINT",2005
"101955","24031","2294000000","PM25-PRI",1178.54,"NONPOINT",1999
"10346730","38065","10100303","PM25-PRI",1179.06,"POINT",2005
"132231910","21177","10100203","PM25-PRI",1179.14,"POINT",2008
"82637","24005","2294000000","PM25-PRI",1179.25,"NONPOINT",1999
"821356","17179","2801000003","PM25-PRI",1179.44,"NONPOINT",1999
"1530900","06013","2311020000","PM25-PRI",1179.59,"NONPOINT",1999
"3726894","48439","2311020000","PM25-PRI",1179.59,"NONPOINT",1999
"1085263","22005","10200601","PM25-PRI",1180,"POINT",1999
"10755730","01091","2810090000","PM25-PRI",1180.15,"NONPOINT",2005
"108528410","39025","10100202","PM25-PRI",1180.6,"POINT",2008
"4322395","41039","2610030000","PM25-PRI",1181.279,"NONPOINT",1999
"1594322","02122","2296000000","PM25-PRI",1181.32,"NONPOINT",1999
"5080860","41067","2104008001","PM25-PRI",1181.6,"NONPOINT",2002
"10919418","41067","2104008001","PM25-PRI",1181.6,"NONPOINT",2005
"16976691","41039","2296000000","PM25-PRI",1181.65,"NONPOINT",2008
"16920771","06063","2810015000","PM25-PRI",1181.68,"NONPOINT",2008
"1537822","06029","2801000003","PM25-PRI",1182.342,"NONPOINT",1999
"1552306","06065","2104008001","PM25-PRI",1183.52,"NONPOINT",1999
"4703681","06051","2296000000","PM25-PRI",1183.79,"NONPOINT",2002
"10858436","06051","2296000000","PM25-PRI",1183.79,"NONPOINT",2005
"3674843","48355","2801000003","PM25-PRI",1184.2,"NONPOINT",1999
"16286871","13135","2102008000","PM25-PRI",1185.64,"NONPOINT",2008
"10843970","28109","2810090000","PM25-PRI",1185.71,"NONPOINT",2005
"130462100","47161","10100215","PM25-PRI",1186,"POINT",2008
"1144322","22089","30600104","PM25-PRI",1186.1,"POINT",1999
"1388443","20155","2296000000","PM25-PRI",1186.14,"NONPOINT",1999
"2196589","51167","10100202","PM25-PRI",1186.633,"POINT",1999
"16337951","17037","2801000003","PM25-PRI",1186.92,"NONPOINT",2008
"4988238","33015","2104008000","PM25-PRI",1187.15,"NONPOINT",2002
"10588316","33015","2104008000","PM25-PRI",1187.15,"NONPOINT",2005
"4126078","38081","2801000003","PM25-PRI",1187.27,"NONPOINT",1999
"1041815","05085","2801000003","PM25-PRI",1187.74,"NONPOINT",1999
"5042628","38077","2801000003","PM25-PRI",1188.01,"NONPOINT",2002
"11090143","38077","2801000003","PM25-PRI",1188.01,"NONPOINT",2005
"5166685","48303","2296000000","PM25-PRI",1188.38,"NONPOINT",2002
"10899972","48303","2296000000","PM25-PRI",1188.38,"NONPOINT",2005
"291637","12095","2610000500","PM25-PRI",1190.24,"NONPOINT",1999
"1557654","06073","2296000000","PM25-PRI",1190.54,"NONPOINT",1999
"283258","12086","2810015000","PM25-PRI",1190.68,"NONPOINT",1999
"2857460","26093","2296000000","PM25-PRI",1190.85,"NONPOINT",1999
"16399771","06085","2311020000","PM25-PRI",1190.87,"NONPOINT",2008
"4766925","16011","2296000000","PM25-PRI",1190.89,"NONPOINT",2002
"10555301","16011","2296000000","PM25-PRI",1190.89,"NONPOINT",2005
"1556649","06071","2810001000","PM25-PRI",1192.792,"NONPOINT",1999
"1644627","16051","2801500261","PM25-PRI",1192.871,"NONPOINT",1999
"16587911","17195","2801000003","PM25-PRI",1193.5,"NONPOINT",2008
"17062091","40097","2296000000","PM25-PRI",1193.6,"NONPOINT",2008
"269964","12071","2294000000","PM25-PRI",1193.76,"NONPOINT",1999
"360151","13057","2296000000","PM25-PRI",1195.07,"NONPOINT",1999
"4989887","33011","2104008000","PM25-PRI",1196,"NONPOINT",2002
"10513179","33011","2104008000","PM25-PRI",1196,"NONPOINT",2005
"28356110","21167","10100212","PM25-PRI",1197.01,"POINT",2008
"16943191","48303","2296000000","PM25-PRI",1197.21,"NONPOINT",2008
"16517011","17173","2801000003","PM25-PRI",1197.54,"NONPOINT",2008
"3067278","39035","2294000000","PM25-PRI",1197.72,"NONPOINT",1999
"4620082","48149","10100226","PM25-PRI",1197.85,"POINT",2002
"19194310","37161","10100212","PM25-PRI",1197.86,"POINT",2008
"259833","12057","2810001000","PM25-PRI",1197.98,"NONPOINT",1999
"3113887","39093","10100202","PM25-PRI",1198.305,"POINT",1999
"109369","24043","2104008000","PM25-PRI",1198.6,"NONPOINT",1999
"16910371","08041","2104008310","PM25-PRI",1198.97,"NONPOINT",2008
"792736","17141","2801000003","PM25-PRI",1199.03,"NONPOINT",1999
"16442381","17117","2801000003","PM25-PRI",1200.49,"NONPOINT",2008
"3411923","40111","2296000000","PM25-PRI",1201.38,"NONPOINT",1999
"4681817","02090","2296000000","PM25-PRI",1202.48,"NONPOINT",2002
"10599782","02090","2296000000","PM25-PRI",1202.48,"NONPOINT",2005
"365347","13067","10100601","PM25-PRI",1202.942,"POINT",1999
"16599051","04013","2311000000","PM25-PRI",1202.98,"NONPOINT",2008
"3619054","48265","2296000000","PM25-PRI",1203.86,"NONPOINT",1999
"118813","01003","2296000000","PM25-PRI",1204.19,"NONPOINT",1999
"1566047","06093","2104008010","PM25-PRI",1204.46,"NONPOINT",1999
"5156813","48201","2311010000","PM25-PRI",1206,"NONPOINT",2002
"10541430","48201","2311010000","PM25-PRI",1206,"NONPOINT",2005
"1370675","20123","2801000003","PM25-PRI",1206.66,"NONPOINT",1999
"16863051","30031","2296000000","PM25-PRI",1207.05,"NONPOINT",2008
"4914003","27111","2296000000","PM25-PRI",1207.21,"NONPOINT",2002
"10600059","27111","2296000000","PM25-PRI",1207.21,"NONPOINT",2005
"835921","17197","2296000000","PM25-PRI",1207.44,"NONPOINT",1999
"1551872","06063","2810015000","PM25-PRI",1207.752,"NONPOINT",1999
"44436201","06071","2230074110","PM25-PRI",1208.08,"ON-ROAD",2008
"4937518","29037","2296000000","PM25-PRI",1208.58,"NONPOINT",2002
"10988878","29037","2296000000","PM25-PRI",1208.58,"NONPOINT",2005
"1554177","06067","2294000000","PM25-PRI",1209.235,"NONPOINT",1999
"2061691","42091","2294000000","PM25-PRI",1211.43,"NONPOINT",1999
"16491011","06065","2311020000","PM25-PRI",1212.44,"NONPOINT",2008
"3494606","48079","2801000003","PM25-PRI",1212.48,"NONPOINT",1999
"4719443","08125","2801000003","PM25-PRI",1212.72,"NONPOINT",2002
"10796378","08125","2801000003","PM25-PRI",1212.72,"NONPOINT",2005
"3292666","55133","2294000000","PM25-PRI",1212.79,"NONPOINT",1999
"10632518","04005","2810090000","PM25-PRI",1214.08,"NONPOINT",2005
"4998302","35029","2296000000","PM25-PRI",1214.48,"NONPOINT",2002
"10835220","35029","2296000000","PM25-PRI",1214.48,"NONPOINT",2005
"5070576","40101","2296000000","PM25-PRI",1214.62,"NONPOINT",2002
"10903222","40101","2296000000","PM25-PRI",1214.62,"NONPOINT",2005
"2949979","27047","2801000003","PM25-PRI",1214.97,"NONPOINT",1999
"10335851","48331","10100302","PM25-PRI",1215.03,"POINT",2005
"10990984","05141","2810090000","PM25-PRI",1216.56,"NONPOINT",2005
"2833244","26063","2801000003","PM25-PRI",1216.67,"NONPOINT",1999
"4914714","27119","2801000003","PM25-PRI",1216.71,"NONPOINT",2002
"10933078","27119","2801000003","PM25-PRI",1216.71,"NONPOINT",2005
"3345067","40003","2801000003","PM25-PRI",1216.98,"NONPOINT",1999
"3393822","40083","2296000000","PM25-PRI",1218.43,"NONPOINT",1999
"3414813","40115","2296000000","PM25-PRI",1218.43,"NONPOINT",1999
"5045820","38093","2801000003","PM25-PRI",1218.83,"NONPOINT",2002
"11066739","38093","2801000003","PM25-PRI",1218.83,"NONPOINT",2005
"962187","18153","10100202","PM25-PRI",1218.984,"POINT",1999
"11004549","05059","2810090000","PM25-PRI",1219.56,"NONPOINT",2005
"4090712","38009","2801000003","PM25-PRI",1220,"NONPOINT",1999
"4713576","08041","2104008002","PM25-PRI",1220.17,"NONPOINT",2002
"10538994","08041","2104008002","PM25-PRI",1220.17,"NONPOINT",2005
"16355511","25017","2296000000","PM25-PRI",1222.06,"NONPOINT",2008
"10874258","05071","2810090000","PM25-PRI",1222.15,"NONPOINT",2005
"293447","12097","2810001000","PM25-PRI",1222.87,"NONPOINT",1999
"4108415","38045","2801000003","PM25-PRI",1223.01,"NONPOINT",1999
"4699697","06001","2104008001","PM25-PRI",1223.23,"NONPOINT",2002
"11004655","06001","2104008001","PM25-PRI",1223.23,"NONPOINT",2005
"723112","17053","2801000003","PM25-PRI",1223.82,"NONPOINT",1999
"1597242","02164","2810001000","PM25-PRI",1223.88,"NONPOINT",1999
"16905631","04013","2296000000","PM25-PRI",1223.9,"NONPOINT",2008
"4085652","30111","2296000000","PM25-PRI",1224.27,"NONPOINT",1999
"3913202","29207","2296000000","PM25-PRI",1224.48,"NONPOINT",1999
"2042318","42071","2294000000","PM25-PRI",1224.55,"NONPOINT",1999
"4496775","21199","10100202","PM25-PRI",1224.86,"POINT",2002
"3625021","48277","2296000000","PM25-PRI",1225.21,"NONPOINT",1999
"2328462","28011","2801000003","PM25-PRI",1225.84,"NONPOINT",1999
"4141092","46005","2801000003","PM25-PRI",1225.85,"NONPOINT",1999
"16716431","13053","2810015000","PM25-PRI",1226.63,"NONPOINT",2008
"320009","12127","2294000000","PM25-PRI",1227.53,"NONPOINT",1999
"4798174","18003","2102002000","PM25-PRI",1227.61,"NONPOINT",2002
"10981210","18003","2102002000","PM25-PRI",1227.61,"NONPOINT",2005
"3374782","40049","2296000000","PM25-PRI",1227.67,"NONPOINT",1999
"764394","17107","2801000003","PM25-PRI",1227.86,"NONPOINT",1999
"66847","25025","2294000000","PM25-PRI",1228.07,"NONPOINT",1999
"16998711","13205","2810015000","PM25-PRI",1228.49,"NONPOINT",2008
